id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento
2385,Diego López Pérez,diego.lopez.perez5@gmail.com,Female,9/23/1972,santa ana,PYME
2386,Pedro Santos Chávez,pedro.santos.chavez6@correo.com,M,6/14/2002,SantaAna,VIP
2387,Juan Torres Ortiz,juan.torres.ortiz0@seguro.sv,femenino,11/8/1978,S. Miguel,Regular
2388,Valeria Santos Pérez,valeria.santos.perez1@gmail.com,Mujer,12/7/1943,S. Miguel,PREMIUM
2389,Daniela García Hernández,daniela.garcia.hernandez2@gmail.com,M,1/4/1990,Sonsonate ,REGULAR
2390,Pedro Mendoza Ramírez,pedro.mendoza.ramirez3@example.com,femenino,4/6/1965,la libertad,Premium
2391,Karla Vásquez Pérez,karla.vasquez.perez4@seguro.sv,F,1/24/1951,LaLibertad,VIP
2392,Diego Rojas Hernández,diego.rojas.hernandez5@correo.com,Female,9/29/2012,La Libertad,PYME
2393,Ana Castillo Chávez,ana.castillo.chavez6@seguro.sv,,6/12/1997,santa ana,REGULAR
2394,María Vásquez Mendoza,maria.vasquez.mendoza0@example.com,Masculino,10/4/1972,SanSalvador,PREMIUM
2395,María Rojas Aguilar,maria.rojas.aguilar1@seguro.sv,F,7/29/2012,Sonsonate ,
2396,Juan Vásquez Pérez,juan.vasquez.perez2@mail.com,Masculino,30/01/1956,Sonso,Regular
2397,Paula Santos Flores,paula.santos.flores3@example.com,femenino,29/01/1945,SS,PYME
2398,Jorge Martínez Reyes,jorge.martinez.reyes4@gmail.com,M,10/31/2004, Sonsonate,Pyme
2399,Andrés Castillo Morales,andres.castillo.morales5@example.com,,2/6/1992,sonsonate,PREMIUM
2400,Marta Torres Aguilar,marta.torres.aguilar6@gmail.com,,2/9/1963,Sonsonate,REGULAR
2401,Paula Martínez Gómez,paula.martinez.gomez0@seguro.sv,,10/15/1961,Sonso,PREMIUM
2402,Ana Hernández Santos,ana.hernandez.santos1@gmail.com,femenino,26-08-1956,la libertad,PREMIUM
2403,Sofía Pérez Torres,sofia.perez.torres2@correo.com,Masculino,9/3/2002,L. Libertad,Regular
2404,Juan Gómez Ortiz,juan.gomez.ortiz3@correo.com,,19-12-1951, La Libertad ,
2405,Carmen Flores Gómez,carmen.flores.gomez4@correo.com,Mujer,30/05/1979, Santa Ana ,REGULAR
2406,Luis Martínez Pérez,luis.martinez.perez5@mail.com,Mujer,5/18/1961,San Miguel,vip
2407,Andrés Torres Ramírez,andres.torres.ramirez6@correo.com,Hombre,6/13/1960,san miguel,PREMIUM
2408,Carlos Aguilar García,carlos.aguilar.garcia0@correo.com,Mujer,3/31/1994,L. Libertad,REGULAR
2409,María Reyes Flores,maria.reyes.flores1@seguro.sv,F,27-11-2001,SanMiguel,
2410,Karla Torres García,karla.torres.garcia2@correo.com,M,2/5/1958,SanSalvador,Regular
2411,Diego Ramírez Pérez,diego.ramirez.perez3@seguro.sv,m,14/07/1956,SantaAna,PYME
2412,Paula Chávez Ramírez,paula.chavez.ramirez4@seguro.sv,Hombre,4/12/1958,LaLibertad,Regular
2413,Ricardo López Chávez,ricardo.lopez.chavez5@example.com,F,23/04/1940,La Libertad,REGULAR
2414,Karla Reyes Gómez,karla.reyes.gomez6@example.com,Fem,12/22/1995,San Salvador,PYME
2415,Carlos Martínez Pérez,carlos.martinez.perez0@seguro.sv,,7/2/1984,sonsonate,Pyme
2416,Paula Rojas Pérez,paula.rojas.perez1@mail.com,,22/04/1973,San Salvador,PREMIUM
2417,Lucía Ramírez Mendoza,lucia.ramirez.mendoza2@seguro.sv,Female,4/6/1999,SS,
2418,Paula Flores Reyes,paula.flores.reyes3@gmail.com,Masculino,5/19/1993,sonsonate,
2419,Jorge Aguilar Santos,jorge.aguilar.santos4@gmail.com,M,8/5/1988, Sonsonate,Pyme
2420,Juan Santos Torres,juan.santos.torres5@mail.com,Female,4/4/1968,santa ana,Pyme
2421,Andrés Castillo Ramírez,andres.castillo.ramirez6@correo.com,Mujer,6/11/1951,La Libertad,Premium
2422,José Gómez Ortiz,jose.gomez.ortiz0@gmail.com,m,7/18/1992,SS,
2423,Carlos Ortiz Reyes,carlos.ortiz.reyes1@mail.com,M,14/06/1960,LaLibertad,Premium
2424,Luis Ramírez Santos,luis.ramirez.santos2@example.com,,8/23/1987,santa ana,REGULAR
2425,Lucía Chávez Mendoza,lucia.chavez.mendoza3@gmail.com,Hombre,6/13/2002,santa ana,PREMIUM
2426,Paula Mendoza Ortiz,paula.mendoza.ortiz4@example.com,m,3/21/1998,San Miguel,Pyme
2427,Daniela Martínez Morales,daniela.martinez.morales5@correo.com,Female,7/30/2002,SanMiguel,Regular
2428,Paula Santos Torres,paula.santos.torres6@example.com,,2/17/1988, San Miguel ,Pyme
2429,Paula Torres Flores,paula.torres.flores0@seguro.sv,Masculino,11/25/1990,Santa Ana,
2430,Paula Pérez Ramírez,paula.perez.ramirez1@mail.com,Hombre,6/8/1975,sonsonate,Pyme
2431,María Morales Morales,maria.morales.morales2@example.com,femenino,11/7/2030,Sonsonate ,Regular
2432,Marta Aguilar Mendoza,marta.aguilar.mendoza3@example.com,,10/5/1975,San salvador,Regular
2433,Ricardo Rojas Flores,ricardo.rojas.flores4@seguro.sv,femenino,7/17/2030, La Libertad ,Premium
2434,Carlos Martínez Vásquez,carlos.martinez.vasquez5@example.com,Female,5/25/1946,San salvador,Premium
2435,Valeria Castillo Flores,valeria.castillo.flores6@gmail.com,Mujer,1/3/1946,San Miguel,Premium
2436,Sofía Ramírez Mendoza,sofia.ramirez.mendoza0@seguro.sv,F,6/21/1976,Sta. Ana,PYME
2437,Juan García Chávez,juan.garcia.chavez1@seguro.sv,Masculino,10/13/1941,Sonso,Regular
2438,Luis Ramírez Mendoza,luis.ramirez.mendoza2@correo.com,F,9/7/1997, San Salvador ,
2439,Fernanda Cruz López,fernanda.cruz.lopez3@example.com,M,11/8/1994, San Miguel ,VIP
2440,Jorge Rojas García,jorge.rojas.garcia4@seguro.sv,Mujer,29-06-1994,Sta. Ana,REGULAR
2441,Luis Ortiz Flores,luis.ortiz.flores5@seguro.sv,Mujer,10/28/1949,Sonsonate,Regular
2442,Marta Martínez Chávez,marta.martinez.chavez6@seguro.sv,,5/11/1958,Sonsonate,
2443,Marta Aguilar Cruz,marta.aguilar.cruz0@mail.com,femenino,5/30/1991,Sonsonate,Premium
2444,Andrés López Gómez,andres.lopez.gomez1@example.com,Fem,5/6/2004,Santa Ana,REGULAR
2445,Daniela Torres Pérez,daniela.torres.perez2@gmail.com,F,18-10-1969,Sta. Ana,Premium
2446,Juan Cruz Hernández,juan.cruz.hernandez3@seguro.sv,,7/22/1990,Sonsonate ,PYME
2447,Pedro Torres Vásquez,pedro.torres.vasquez4@mail.com,Hombre,14-03-1950, San Miguel ,Premium
2448,Sofía López Mendoza,sofia.lopez.mendoza5@correo.com,Mujer,10/30/1986,Sonsonate ,
2449,Valeria Hernández Santos,valeria.hernandez.santos6@correo.com,Fem,14-09-1977,SS,
2450,Lucía Torres Flores,lucia.torres.flores0@seguro.sv,Female,11/14/1954,Santa Ana,PYME
2451,Sofía López Morales,sofia.lopez.morales1@gmail.com,Masculino,2/21/1976,San Miguel,
2452,María Chávez Ortiz,maria.chavez.ortiz2@correo.com,,11/30/1984, San Miguel ,Regular
2453,Andrés Torres Ortiz,andres.torres.ortiz3@seguro.sv,Fem,7/4/1993,SantaAna,Premium
2454,Diego Aguilar Hernández,diego.aguilar.hernandez4@gmail.com,F,25/05/1980,santa ana,PYME
2455,Jorge Martínez Martínez,jorge.martinez.martinez5@seguro.sv,femenino,7/22/2003,Sonsonate ,VIP
2456,Fernanda Flores Chávez,fernanda.flores.chavez6@example.com,M,26-01-1980,LaLibertad,REGULAR
2457,Marta Ramírez Santos,marta.ramirez.santos0@gmail.com,Hombre,1/31/1987,SanSalvador,PREMIUM
2458,Paula Mendoza García,paula.mendoza.garcia1@example.com,,8/24/1971, San Salvador ,
2459,Carlos Vásquez Mendoza,carlos.vasquez.mendoza2@seguro.sv,Fem,5/8/1994,sonsonate,
2460,Valeria Ortiz Mendoza,valeria.ortiz.mendoza3@gmail.com,F,8/10/1979,SanSalvador,Pyme
2461,María Pérez Cruz,maria.perez.cruz4@mail.com,Fem,4/5/1993,Sonsonate,REGULAR
2462,María Ortiz Ortiz,maria.ortiz.ortiz5@gmail.com,m,12/13/1948,Sonsonate ,vip
2463,Daniela Pérez López,daniela.perez.lopez6@mail.com,,18-03-1998,Sonsonate,vip
2464,Juan Chávez Santos,juan.chavez.santos0@correo.com,Mujer,11/2/1951,SantaAna,
2465,Karla Cruz Cruz,karla.cruz.cruz1@gmail.com,m,29-08-1964, San Miguel ,PYME
2466,Juan Cruz Reyes,juan.cruz.reyes2@example.com,,12/20/1943,Sonsonate ,
2467,Diego Ramírez Reyes,diego.ramirez.reyes3@mail.com,,15-10-1971,Santa Ana,Premium
2468,Sofía Hernández Reyes,sofia.hernandez.reyes4@mail.com,m,7/16/1969,La Libertad,REGULAR
2469,Luis García Mendoza,luis.garcia.mendoza5@correo.com,Hombre,12/3/1982,S. Miguel,VIP
2470,Carlos Vásquez Mendoza,carlos.vasquez.mendoza6@mail.com,Female,3/18/1988,SanMiguel,VIP
2471,José Pérez Cruz,jose.perez.cruz0@mail.com,Masculino,24-02-1998,Sonsonate ,vip
2472,Marta Morales Ortiz,marta.morales.ortiz1@mail.com,Mujer,25-12-1993, La Libertad ,PYME
2473,Fernanda Martínez Pérez,fernanda.martinez.perez2@example.com,m,10/28/1960,SanMiguel,
2474,Carlos Flores Rojas,carlos.flores.rojas3@example.com,F,9/6/1982,LaLibertad,Regular
2475,Ana García Rojas,ana.garcia.rojas4@gmail.com,femenino,21-07-1959,SantaAna,
2476,Sofía Hernández Vásquez,sofia.hernandez.vasquez5@example.com,,28/03/1992,sonsonate,PYME
2477,Diego Hernández Mendoza,diego.hernandez.mendoza6@correo.com,F,21/04/1975,Sonsonate,REGULAR
2478,Fernanda Vásquez Castillo,fernanda.vasquez.castillo0@correo.com,Masculino,23/08/1997,San Miguel,Pyme
2479,Pedro García Ortiz,pedro.garcia.ortiz1@example.com,Hombre,16/02/1971,Sonsonate ,Pyme
2480,Ana Chávez Ramírez,ana.chavez.ramirez2@seguro.sv,,11/26/1966,la libertad,vip
2481,Pedro Santos Vásquez,pedro.santos.vasquez3@mail.com,m,15-11-1988, San Miguel ,vip
2482,Andrés García Chávez,andres.garcia.chavez4@correo.com,Fem,4/6/1940,Sonsonate,Pyme
2483,Jorge Ortiz García,jorge.ortiz.garcia5@example.com,M,29/11/1997,S. Miguel,PYME
2484,Lucía Martínez Santos,lucia.martinez.santos6@correo.com,,21-11-1962,San Miguel,Premium
2485,Jorge Pérez Ortiz,jorge.perez.ortiz0@correo.com,Masculino,5/4/1976,SantaAna,REGULAR
2486,Ana Santos Santos,ana.santos.santos1@correo.com,M,6/29/1974,SantaAna,Pyme
2487,Paula Chávez Hernández,paula.chavez.hernandez2@seguro.sv,,22-10-1993,San Salvador,Premium
2488,Marta Morales Cruz,marta.morales.cruz3@mail.com,Fem,5/12/1964,santa ana,Regular
2489,Karla Santos Ortiz,karla.santos.ortiz4@correo.com,,22-07-1943,sonsonate,Pyme
2490,Ricardo Vásquez Torres,ricardo.vasquez.torres5@seguro.sv,,6/3/2006,SS,Premium
2491,Carlos Flores Morales,carlos.flores.morales6@mail.com,Mujer,16/10/1950,santa ana,REGULAR
2492,María Chávez Castillo,maria.chavez.castillo0@seguro.sv,Female,24/06/1975,La Libertad,vip
2493,Fernanda Morales Cruz,fernanda.morales.cruz1@seguro.sv,Masculino,12/4/1983, Sonsonate,REGULAR
2494,Lucía Torres Reyes,lucia.torres.reyes2@correo.com,m,9/12/1971,LaLibertad,Pyme
2495,Valeria García Castillo,valeria.garcia.castillo3@correo.com,Hombre,7/14/1994,San salvador,REGULAR
2496,Marta García Ramírez,marta.garcia.ramirez4@example.com,m,2/19/2010,Sonsonate ,PYME
2497,Luis Gómez Ortiz,luis.gomez.ortiz5@mail.com,Female,30-01-1988,santa ana,vip
2498,Valeria Vásquez Flores,valeria.vasquez.flores6@mail.com,femenino,28-11-1973, San Miguel ,PREMIUM
2499,Luis Vásquez García,luis.vasquez.garcia0@gmail.com,,4/8/1950,Sonsonate ,
2500,Marta Ramírez García,marta.ramirez.garcia1@mail.com,Female,1/9/1952,Sonso,Regular
2501,Diego Chávez Aguilar,diego.chavez.aguilar2@mail.com,Hombre,15/05/1998, San Salvador ,REGULAR
2502,Daniela Martínez Martínez,daniela.martinez.martinez3@gmail.com,,17/12/1948,SS,PREMIUM
2503,Jorge García Reyes,jorge.garcia.reyes4@example.com,Masculino,5/4/1948, La Libertad ,Pyme
2504,Carmen Hernández López,carmen.hernandez.lopez5@mail.com,Hombre,4/8/1983,San Salvador,
2505,Lucía Mendoza Reyes,lucia.mendoza.reyes6@example.com,,12/20/1977, La Libertad ,VIP
2506,Luis Rojas Santos,luis.rojas.santos0@mail.com,femenino,11/25/1998,santa ana,VIP
2507,Lucía Martínez Martínez,lucia.martinez.martinez1@correo.com,Hombre,26-07-1956,S. Miguel,VIP
2508,Marta Pérez Gómez,marta.perez.gomez2@mail.com,Female,12/11/1965,SanSalvador,Pyme
2509,Ricardo Martínez Hernández,ricardo.martinez.hernandez3@example.com,Mujer,4/6/1968,Santa Ana,vip
2510,Lucía Rojas Cruz,lucia.rojas.cruz4@gmail.com,Fem,18/06/1958,santa ana,Regular
2511,Juan Martínez Reyes,juan.martinez.reyes5@gmail.com,Fem,27/10/1960,Santa Ana,REGULAR
2512,Lucía Pérez López,lucia.perez.lopez6@gmail.com,F,7/29/1948,San salvador,Regular
2513,Fernanda Castillo Ramírez,fernanda.castillo.ramirez0@correo.com,Masculino,23/01/1960,san miguel,
2514,Lucía Hernández Ramírez,lucia.hernandez.ramirez1@gmail.com,Female,3/15/1954,L. Libertad,REGULAR
2515,Luis Ramírez Castillo,luis.ramirez.castillo2@example.com,Female,8/28/1956,LaLibertad,VIP
2516,Carmen Flores Santos,carmen.flores.santos3@correo.com,Female,7/12/1985, San Salvador ,REGULAR
2517,Diego Rojas Chávez,diego.rojas.chavez4@correo.com,Female,2/11/1997,Sonso,Premium
2518,Karla Aguilar Cruz,karla.aguilar.cruz5@mail.com,femenino,16/12/1971,LaLibertad,REGULAR
2519,Marta Santos García,marta.santos.garcia6@seguro.sv,Fem,12/31/1963, Santa Ana ,VIP
2520,Karla Rojas Rojas,karla.rojas.rojas0@seguro.sv,femenino,5/12/1966,SantaAna,
2521,Pedro Gómez Castillo,pedro.gomez.castillo1@example.com,,12/8/1979,san miguel,REGULAR
2522,Sofía Ortiz Santos,sofia.ortiz.santos2@seguro.sv,Fem,9/8/2002,Sonso,PREMIUM
2523,Luis Castillo Ramírez,luis.castillo.ramirez3@seguro.sv,,6/8/2003,Sta. Ana,vip
2524,Marta Aguilar García,marta.aguilar.garcia4@seguro.sv,Masculino,1/20/1954,Sta. Ana,Regular
2525,Sofía Castillo Rojas,sofia.castillo.rojas5@seguro.sv,Masculino,3/18/1989,SanSalvador,vip
2526,Lucía Ortiz Pérez,lucia.ortiz.perez6@gmail.com,m,23/07/1966, Sonsonate,
2527,María Rojas Hernández,maria.rojas.hernandez0@gmail.com,M,10/20/1971, La Libertad ,PREMIUM
2528,Paula García López,paula.garcia.lopez1@correo.com,,19/12/1961,La Libertad,PYME
2529,Carmen López Hernández,carmen.lopez.hernandez2@seguro.sv,,7/27/1964, San Salvador ,Premium
2530,Lucía Flores Santos,lucia.flores.santos3@mail.com,Female,29-08-1958, Santa Ana ,Regular
2531,Paula Morales Gómez,paula.morales.gomez4@correo.com,Mujer,2/1/1969,L. Libertad,REGULAR
2532,Lucía Ramírez Ramírez,lucia.ramirez.ramirez5@correo.com,Mujer,8/20/1993,San Miguel,PREMIUM
2533,Lucía Santos Flores,lucia.santos.flores6@mail.com,m,5/12/1985,SantaAna,Pyme
2534,Carlos Santos Chávez,carlos.santos.chavez0@seguro.sv,m,12/7/1947, La Libertad ,PREMIUM
2535,Sofía Reyes Cruz,sofia.reyes.cruz1@mail.com,,11/1/1993,Sta. Ana,
2536,Ana Hernández Morales,ana.hernandez.morales2@gmail.com,Mujer,8/16/2009,Sonsonate,vip
2537,Sofía Cruz Cruz,sofia.cruz.cruz3@correo.com,,1/6/1964,la libertad,Regular
2538,Fernanda Hernández Castillo,fernanda.hernandez.castillo4@gmail.com,Female,2/2/1944,San Salvador,Pyme
2539,Ricardo Torres Ramírez,ricardo.torres.ramirez5@example.com,Hombre,5/20/1943,SanSalvador,VIP
2540,Carlos Santos Santos,carlos.santos.santos6@mail.com,F,6/22/1999,Santa Ana,Premium
2541,Daniela Ortiz Rojas,daniela.ortiz.rojas0@seguro.sv,Hombre,5/30/1977, San Salvador ,
2542,Juan Cruz Castillo,juan.cruz.castillo1@correo.com,Female,12/14/1952,S. Miguel,
2543,Valeria Pérez Martínez,valeria.perez.martinez2@mail.com,,10/18/1958, La Libertad ,vip
2544,Ricardo Santos Hernández,ricardo.santos.hernandez3@seguro.sv,F,6/5/1958,SanMiguel,vip
2545,María Aguilar Hernández,maria.aguilar.hernandez4@mail.com,Mujer,3/28/1958,San salvador,Regular
2546,Paula López Gómez,paula.lopez.gomez5@mail.com,Female,9/20/1986,San salvador,
2547,Paula Castillo Reyes,paula.castillo.reyes6@mail.com,Mujer,6/4/1952,LaLibertad,
2548,Pedro Aguilar Morales,pedro.aguilar.morales0@correo.com,Mujer,6/5/1966, Santa Ana ,vip
2549,Juan Aguilar Castillo,juan.aguilar.castillo1@seguro.sv,M,2/22/1995,san miguel,PREMIUM
2550,Luis Hernández Vásquez,luis.hernandez.vasquez2@mail.com,Masculino,6/22/1965,san miguel,REGULAR
2551,Juan Rojas Torres,juan.rojas.torres3@correo.com,,7/10/1999, La Libertad ,Regular
2552,Pedro Reyes Gómez,pedro.reyes.gomez4@seguro.sv,Female,12/28/1968,San salvador,REGULAR
2553,Carlos Aguilar García,carlos.aguilar.garcia5@gmail.com,Mujer,6/25/2003, San Miguel ,
2554,Pedro Rojas Morales,pedro.rojas.morales6@gmail.com,Mujer,26/03/1994,San Salvador,REGULAR
2555,José Santos Reyes,jose.santos.reyes0@seguro.sv,Masculino,10/26/1978, San Miguel ,Regular
2556,Luis Gómez Chávez,luis.gomez.chavez1@seguro.sv,Fem,1/4/1997,la libertad,REGULAR
2557,Lucía Vásquez López,lucia.vasquez.lopez2@mail.com,,3/27/1963,San Salvador,Regular
2558,Valeria Hernández Cruz,valeria.hernandez.cruz3@seguro.sv,Hombre,15-06-1940,Sta. Ana,VIP
2559,Daniela Chávez Hernández,daniela.chavez.hernandez4@seguro.sv,,11/27/2030,Sonsonate,Regular
2560,José Aguilar Pérez,jose.aguilar.perez5@seguro.sv,,11/2/1988, Santa Ana ,vip
2561,José Vásquez Gómez,jose.vasquez.gomez6@gmail.com,Fem,23/07/1952, Santa Ana ,Premium
2562,Carlos López Ortiz,carlos.lopez.ortiz0@correo.com,Hombre,30/11/1964, San Miguel ,
2563,Karla Castillo Martínez,karla.castillo.martinez1@mail.com,Hombre,2/12/1940, La Libertad ,vip
2564,Diego Vásquez Hernández,diego.vasquez.hernandez2@correo.com,femenino,3/17/2003,san miguel,REGULAR
2565,Paula Pérez Gómez,paula.perez.gomez3@gmail.com,Fem,9/24/2008,L. Libertad,vip
2566,Pedro Aguilar Ortiz,pedro.aguilar.ortiz4@seguro.sv,Hombre,3/9/1943,San salvador,
2567,Ana García López,ana.garcia.lopez5@example.com,femenino,3/12/1966,San Miguel,
2568,Marta Pérez Mendoza,marta.perez.mendoza6@example.com,Female,7/4/2008,Sonsonate ,PYME
2569,Carlos Pérez Ortiz,carlos.perez.ortiz0@gmail.com,m,4/8/1943,sonsonate,VIP
2570,Lucía Cruz Vásquez,lucia.cruz.vasquez1@gmail.com,m,8/26/1984,SantaAna,
2571,Jorge Hernández Pérez,jorge.hernandez.perez2@gmail.com,,9/24/1948,SantaAna,
2572,Jorge López Reyes,jorge.lopez.reyes3@example.com,,10/11/1969, Sonsonate,Regular
2573,Ana Ortiz Flores,ana.ortiz.flores4@mail.com,,9/26/1956, La Libertad ,VIP
2574,Carlos Vásquez Pérez,carlos.vasquez.perez5@gmail.com,,8/20/1986,La Libertad,VIP
2575,Lucía Reyes Rojas,lucia.reyes.rojas6@seguro.sv,Female,3/29/1981,La Libertad,vip
2576,Lucía Reyes Pérez,lucia.reyes.perez0@correo.com,,11/6/1979,SS,
2577,Fernanda Martínez Pérez,fernanda.martinez.perez1@mail.com,Hombre,2/3/1972,SantaAna,Pyme
2578,Karla Torres Gómez,karla.torres.gomez2@seguro.sv,Female,6/6/1997,SanMiguel,PYME
2579,Carmen Reyes López,carmen.reyes.lopez3@correo.com,Masculino,7/9/1987,san miguel,PREMIUM
2580,Carlos Mendoza López,carlos.mendoza.lopez4@mail.com,,16/10/2008,San Miguel,REGULAR
2581,Marta Cruz Morales,marta.cruz.morales5@gmail.com,femenino,11/10/1993,L. Libertad,
2582,Ana Morales Gómez,ana.morales.gomez6@seguro.sv,F,6/10/1984,san miguel,REGULAR
2583,Paula Martínez Cruz,paula.martinez.cruz0@correo.com,Mujer,6/10/2008,Sonso,REGULAR
2584,Carmen Cruz García,carmen.cruz.garcia1@correo.com,Hombre,25-11-1968,Santa Ana,Regular
2585,Ana Pérez Torres,ana.perez.torres2@gmail.com,Mujer,1/12/1979,la libertad,vip
2586,Ricardo Castillo Gómez,ricardo.castillo.gomez3@correo.com,F,11/6/1993,SanSalvador,PYME
2587,Fernanda Gómez Hernández,fernanda.gomez.hernandez4@gmail.com,Fem,22-03-1972, La Libertad ,PREMIUM
2588,Ricardo López Morales,ricardo.lopez.morales5@example.com,F,8/11/1959,San salvador,
2589,Carmen Mendoza Martínez,carmen.mendoza.martinez6@example.com,F,6/2/1967,Santa Ana,Pyme
2590,José Santos Martínez,jose.santos.martinez0@correo.com,Masculino,7/13/1949,sonsonate,PYME
2591,Karla Aguilar García,karla.aguilar.garcia1@mail.com,m,2/28/1994, Santa Ana ,REGULAR
2592,Andrés Hernández Morales,andres.hernandez.morales2@example.com,,2/12/1953,La Libertad,
2593,Pedro Vásquez Torres,pedro.vasquez.torres3@gmail.com,Fem,19/08/2030,SS,REGULAR
2594,Sofía Pérez Cruz,sofia.perez.cruz4@seguro.sv,,6/7/1947,SS,REGULAR
2595,Lucía Castillo Chávez,lucia.castillo.chavez5@correo.com,,11/3/2005, San Salvador ,Regular
2596,Pedro Ramírez Torres,pedro.ramirez.torres6@mail.com,m,26-09-2002,LaLibertad,Pyme
2597,Andrés Reyes Martínez,andres.reyes.martinez0@seguro.sv,m,30-11-1970,San salvador,VIP
2598,Jorge Gómez Ortiz,jorge.gomez.ortiz1@example.com,,10/6/1947,SanSalvador,vip
2599,Karla Martínez Pérez,karla.martinez.perez2@mail.com,,5/11/1951,Sonsonate ,VIP
2600,Lucía Aguilar Rojas,lucia.aguilar.rojas3@correo.com,Fem,6/5/1958,La Libertad,
2601,Pedro Santos Pérez,pedro.santos.perez4@seguro.sv,m,6/4/1946, San Miguel ,REGULAR
2602,Andrés Cruz Aguilar,andres.cruz.aguilar5@correo.com,Mujer,7/8/1947,Santa Ana,VIP
2603,Ana Cruz Chávez,ana.cruz.chavez6@correo.com,Mujer,3/15/1970,sonsonate,PREMIUM
2604,María Ramírez Pérez,maria.ramirez.perez0@gmail.com,m,4/18/1963,LaLibertad,
2605,Sofía Pérez Aguilar,sofia.perez.aguilar1@example.com,M,24-09-2007,sonsonate,PYME
2606,Andrés Reyes Santos,andres.reyes.santos2@example.com,Masculino,6/3/1946,Santa Ana,vip
2607,José Flores López,jose.flores.lopez3@correo.com,,17-10-1974,san miguel,Pyme
2608,Paula Cruz Vásquez,paula.cruz.vasquez4@seguro.sv,Fem,9/15/1945,S. Miguel,PREMIUM
2609,Diego Aguilar Vásquez,diego.aguilar.vasquez5@seguro.sv,Mujer,6/5/2000,L. Libertad,
2610,Paula Mendoza Castillo,paula.mendoza.castillo6@correo.com,Female,10/23/1992,S. Miguel,vip
2611,Ana Castillo Rojas,ana.castillo.rojas0@mail.com,,2/11/1996, Santa Ana ,Pyme
2612,Marta Morales Ortiz,marta.morales.ortiz1@correo.com,m,12/12/1969,la libertad,PYME
2613,Andrés Aguilar Gómez,andres.aguilar.gomez2@example.com,F,8/1/1993, La Libertad ,PREMIUM
2614,Valeria Flores Pérez,valeria.flores.perez3@mail.com,Female,18-07-1946,San Miguel,Premium
2615,Luis Ramírez Castillo,luis.ramirez.castillo4@mail.com,Female,4/7/1984, La Libertad ,PYME
2616,Luis Vásquez Hernández,luis.vasquez.hernandez5@mail.com,,8/18/1986,santa ana,
2617,Daniela Pérez García,daniela.perez.garcia6@correo.com,Masculino,2/4/1966,la libertad,VIP
2618,Jorge Flores Reyes,jorge.flores.reyes0@seguro.sv,,29-09-1945,La Libertad,Pyme
2619,Sofía Rojas Cruz,sofia.rojas.cruz1@gmail.com,,10/3/2000,San Salvador,vip
2620,Luis Pérez López,luis.perez.lopez2@gmail.com,Female,5/24/1944,san miguel,Pyme
2621,Valeria Ortiz Ramírez,valeria.ortiz.ramirez3@correo.com,,10/5/1958,Sonsonate ,VIP
2622,Daniela Gómez Ortiz,daniela.gomez.ortiz4@mail.com,Masculino,19-04-1994,SS,Regular
2623,Karla Castillo Rojas,karla.castillo.rojas5@gmail.com,femenino,9/10/1993, San Miguel ,VIP
2624,José Ramírez Pérez,jose.ramirez.perez6@mail.com,Mujer,19/06/1963,San Miguel,VIP
2625,María Hernández Reyes,maria.hernandez.reyes0@seguro.sv,femenino,3/5/1966, San Salvador ,VIP
2626,Sofía Mendoza Mendoza,sofia.mendoza.mendoza1@mail.com,Female,10/9/1991,San Salvador,Regular
2627,Juan Flores Cruz,juan.flores.cruz2@seguro.sv,Hombre,9/24/1945,San salvador,REGULAR
2628,Sofía Mendoza Hernández,sofia.mendoza.hernandez3@correo.com,,8/14/1964,L. Libertad,REGULAR
2629,Daniela Martínez Ramírez,daniela.martinez.ramirez4@mail.com,M,10/10/1943,Sonso,Pyme
2630,Carlos Chávez Hernández,carlos.chavez.hernandez5@seguro.sv,Hombre,9/11/1983,San Salvador,
2631,Juan Pérez Chávez,juan.perez.chavez6@mail.com,,11/25/2010, Sonsonate,PREMIUM
2632,Ricardo Hernández Rojas,ricardo.hernandez.rojas0@gmail.com,,18-05-1948,Sonsonate ,vip
2633,María Santos Santos,maria.santos.santos1@seguro.sv,,3/2/1982, Sonsonate,PREMIUM
2634,Sofía Gómez Rojas,sofia.gomez.rojas2@mail.com,femenino,11/21/1945, San Miguel ,PREMIUM
2635,Pedro Ramírez Flores,pedro.ramirez.flores3@mail.com,Mujer,12/27/1971,L. Libertad,PYME
2636,Luis Ortiz Vásquez,luis.ortiz.vasquez4@correo.com,Masculino,2/24/1962, Sonsonate,Premium
2637,Carlos Gómez Morales,carlos.gomez.morales5@mail.com,,26-11-1975, San Miguel ,VIP
2638,María Reyes Ortiz,maria.reyes.ortiz6@seguro.sv,Hombre,6/1/1964,sonsonate,VIP
2639,Sofía López Pérez,sofia.lopez.perez0@correo.com,Fem,3/10/2010,SantaAna,Pyme
2640,Andrés Santos Ortiz,andres.santos.ortiz1@example.com,femenino,10/7/2012,San Miguel,Premium
2641,Marta Pérez Mendoza,marta.perez.mendoza2@seguro.sv,M,1/4/1973, San Salvador ,PYME
2642,Sofía López Ortiz,sofia.lopez.ortiz3@correo.com,F,17-08-1990, Santa Ana ,Premium
2643,Ricardo Aguilar Aguilar,ricardo.aguilar.aguilar4@mail.com,M,11/24/1980,san miguel,REGULAR
2644,Luis Aguilar Mendoza,luis.aguilar.mendoza5@gmail.com,F,12/25/1974,La Libertad,Premium
